tdays_to_expiry,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,mean,median,min,max
92,5.879999999999968,5.615400000000006,-1.37339999999997,12.251400000000002,9.706199999999985,9.092999999999996,2.3897999999999886,8.194199999999984,6.102599999999999,9.39960000000001,6.073200000000003,6.048000000000024,14.607599999999996,11.520599999999991,,7.536299999999998,7.148399999999992,-1.37339999999997,14.607599999999996
93,6.060600000000013,5.380200000000032,-1.6842000000000104,13.234200000000026,9.819600000000019,8.912400000000007,2.330999999999995,8.664600000000014,6.26640000000001,9.428999999999995,7.060199999999978,6.148799999999994,14.330400000000008,10.810800000000002,,7.6260000000000066,7.862399999999996,-1.6842000000000104,14.330400000000008
94,6.295800000000006,6.186599999999999,-1.163399999999993,13.72140000000001,9.882600000000004,9.353400000000024,2.1209999999999996,9.542399999999994,6.228599999999986,8.845200000000014,7.04339999999998,5.837999999999991,14.569800000000008,10.76459999999999,,7.802100000000001,7.944299999999997,-1.163399999999993,14.569800000000008
95,6.665400000000021,6.451200000000017,-0.6006000000000178,14.498400000000007,9.546600000000021,9.122399999999985,2.305799999999979,10.14720000000001,6.148799999999985,9.042600000000004,6.711600000000007,6.295800000000006,14.284200000000002,10.710000000000015,,7.9521000000000015,7.877100000000006,-0.6006000000000178,14.498400000000007
96,5.67000000000001,6.6275999999999975,-1.0331999999999795,13.805399999999981,10.49580000000001,9.781799999999995,1.9908000000000046,10.424399999999999,6.577199999999994,9.114000000000004,6.446999999999989,6.350399999999991,13.1964,10.605000000000008,,7.8609,7.870800000000001,-1.0331999999999795,13.805399999999981
97,4.960200000000023,7.412999999999976,-1.331400000000012,13.011599999999984,9.832199999999998,9.344999999999988,2.2553999999999848,10.453799999999996,7.055999999999997,9.660000000000018,6.253799999999992,6.388199999999977,12.910800000000014,11.184600000000009,,7.813799999999995,8.378999999999982,-1.331400000000012,13.011599999999984
98,5.203799999999996,7.63559999999998,-0.5712000000000117,13.465200000000028,9.933000000000007,9.90360000000001,3.2970000000000192,9.328199999999988,6.489000000000022,9.097200000000004,7.135799999999988,6.652800000000032,12.902399999999997,11.109000000000007,,7.970100000000004,8.366399999999992,-0.5712000000000117,13.465200000000028
99,5.527200000000007,7.627200000000018,-0.85259999999999,13.372800000000002,9.30300000000001,10.037999999999995,2.9483999999999924,8.966999999999992,5.9178000000000015,8.857800000000003,6.501599999999993,6.34200000000001,12.54539999999999,10.600799999999998,,7.6926000000000005,8.24250000000001,-0.85259999999999,13.372800000000002
100,5.241600000000001,7.139999999999978,-0.6300000000000052,12.961200000000009,9.067799999999998,9.500399999999999,3.368400000000002,8.0514,6.350400000000028,9.479400000000009,6.434400000000019,6.883800000000016,12.746999999999986,9.760799999999989,,7.596900000000003,7.595699999999988,-0.6300000000000052,12.961200000000009
101,5.052600000000031,8.118599999999972,-1.1046000000000182,12.53699999999999,8.857799999999965,9.009000000000006,3.666600000000016,7.916999999999995,6.782999999999981,8.895599999999991,5.867400000000035,7.307999999999997,13.339200000000023,9.756599999999999,,7.571699999999999,8.017799999999983,-1.1046000000000182,13.339200000000023
102,5.690999999999998,7.799400000000008,-2.19660000000001,12.314399999999987,9.323999999999998,9.000599999999988,3.5237999999999943,7.740599999999996,5.661600000000002,9.504600000000007,5.367599999999987,7.765799999999993,13.801200000000009,10.0842,,7.527299999999997,7.7826,-2.19660000000001,13.801200000000009
103,6.409200000000003,7.396200000000015,-1.4448000000000087,11.743199999999995,9.340799999999998,8.425200000000023,2.935800000000003,7.404600000000006,5.367600000000007,9.5634,5.863200000000026,7.093800000000011,13.616399999999992,10.604999999999997,,7.451400000000005,7.40040000000001,-1.4448000000000087,13.616399999999992
104,6.656999999999985,7.7070000000000185,-1.0248000000000177,11.743200000000012,8.836799999999997,8.47979999999999,3.64559999999999,7.799400000000008,5.128199999999985,10.323600000000019,5.926199999999991,7.408800000000005,13.754999999999987,10.903199999999993,,7.663499999999997,7.753200000000014,-1.0248000000000177,13.754999999999987
105,6.8753999999999795,7.698599999999982,-0.9617999999999967,11.125799999999959,8.425200000000004,8.483999999999998,4.485599999999991,7.828799999999977,4.972800000000012,10.579799999999981,6.047999999999987,7.202999999999999,13.255199999999995,11.235000000000014,,7.661099999999992,7.76369999999998,-0.9617999999999967,13.255199999999995
106,7.173600000000012,7.727999999999988,-1.218000000000015,10.626000000000023,8.731800000000009,9.454199999999993,4.313399999999982,7.845600000000004,4.997999999999999,10.626000000000005,5.854800000000008,7.883399999999999,13.284600000000001,10.050599999999992,,7.667999999999999,7.864500000000001,-1.218000000000015,13.284600000000001
107,6.787200000000017,6.988799999999995,-1.8186000000000142,10.252199999999998,9.727199999999975,9.668399999999998,4.057200000000001,7.799400000000008,5.5902,11.02500000000001,6.43020000000001,7.727999999999988,12.8688,9.970800000000002,,7.648199999999998,7.763699999999998,-1.8186000000000142,12.8688
108,6.829199999999975,6.976200000000024,-0.9239999999999915,10.84019999999999,10.046399999999984,8.803200000000018,3.71280000000002,8.555399999999999,5.695199999999988,10.382400000000011,6.262199999999991,8.206799999999973,13.477800000000016,9.7356,,7.7571,8.381099999999986,-0.9239999999999915,13.477800000000016
109,6.988799999999995,7.2197999999999976,-0.8567999999999802,10.2438,10.470600000000003,7.677600000000031,2.9904000000000064,9.265199999999979,6.027000000000017,9.39120000000003,5.548200000000014,8.110199999999992,13.246799999999997,9.424799999999996,,7.553400000000004,7.893900000000011,-0.8567999999999802,13.246799999999997
110,6.971999999999978,7.820399999999978,-1.0415999999999785,10.735199999999992,10.77719999999999,7.539,3.1752000000000233,9.109799999999975,5.909399999999993,9.311399999999992,5.367599999999987,8.2026,12.60420000000002,10.214399999999994,,7.6211999999999955,8.01149999999999,-1.0415999999999785,12.60420000000002
111,6.299999999999996,7.52640000000001,-0.7224000000000137,10.269000000000016,11.528999999999998,7.824599999999987,2.9610000000000003,10.378199999999994,5.585999999999991,9.525599999999994,5.703600000000025,9.000600000000006,12.322800000000004,9.941400000000005,,7.7246999999999995,8.412599999999996,-0.7224000000000137,12.322800000000004
112,6.346199999999982,7.114800000000018,0.029399999999987436,10.604999999999997,11.209799999999996,8.576400000000007,2.305799999999998,9.937200000000006,5.392799999999993,9.219000000000019,5.359199999999988,8.874600000000001,11.100599999999998,9.697799999999994,,7.554899999999999,8.725500000000004,0.029399999999987436,11.209799999999996
113,7.068600000000033,7.732199999999997,-0.38220000000000454,11.318999999999994,10.970399999999984,8.773799999999994,2.847599999999985,10.147199999999984,6.409200000000003,9.945600000000006,5.581799999999991,8.46300000000001,11.041799999999988,9.752400000000009,,7.833599999999997,8.618400000000001,-0.38220000000000454,11.318999999999994
114,6.967799999999969,7.45499999999999,-0.02099999999996971,10.550400000000014,11.134199999999996,8.694000000000013,2.71739999999999,10.596599999999999,6.657000000000004,10.205999999999996,5.703600000000043,8.437799999999994,10.332,8.568000000000007,,7.7142000000000035,8.5029,-0.02099999999996971,11.134199999999996
115,7.408799999999986,6.6149999999999896,0.0672000000000299,11.289599999999988,11.35679999999998,8.832599999999989,2.6082000000000205,11.10059999999999,6.144600000000023,10.638599999999975,5.371799999999996,9.555000000000001,10.659600000000001,8.618400000000012,,7.876199999999999,8.7255,0.0672000000000299,11.35679999999998
116,7.786800000000019,6.451200000000017,-0.17639999999998057,11.390399999999996,11.298000000000005,9.185399999999968,2.9567999999999914,10.730999999999993,6.115199999999998,11.4198,5.846400000000009,9.290400000000002,10.634400000000003,9.504600000000018,,8.031000000000002,9.237899999999986,-0.17639999999998057,11.4198
117,7.8246000000000056,5.9136000000000015,0.0335999999999963,11.415599999999973,11.125799999999996,9.273599999999986,3.1457999999999986,10.873800000000006,6.6275999999999975,11.09219999999998,6.2076000000000064,8.152199999999988,11.3568,9.122400000000011,,8.011799999999996,8.6373,0.0335999999999963,11.415599999999973
118,7.883400000000018,5.401199999999983,1.0205999999999902,11.512199999999972,11.075399999999991,8.740200000000016,3.406200000000007,11.226599999999994,6.501600000000011,11.348400000000002,6.476399999999977,7.610400000000001,11.365199999999998,9.40379999999998,,8.069399999999996,8.311800000000016,1.0205999999999902,11.512199999999972
119,7.786799999999963,4.401600000000019,0.4577999999999962,11.696999999999989,10.609199999999987,9.479400000000009,3.0156000000000036,11.365199999999998,6.426000000000001,11.398799999999994,6.413400000000012,7.018200000000001,11.281200000000007,9.1434,,7.892399999999999,8.465099999999982,0.4577999999999962,11.696999999999989
120,7.602000000000002,4.573800000000028,0.5334000000000438,11.474400000000005,10.369799999999994,9.39540000000002,2.6124000000000107,10.382400000000013,6.140399999999995,10.928399999999971,6.115200000000017,6.636000000000015,11.247599999999991,9.164399999999997,,7.655400000000007,8.383199999999999,0.5334000000000438,11.474400000000005
121,7.253399999999975,4.788000000000014,0.6216000000000061,11.675999999999982,10.537799999999987,9.979200000000002,1.7849999999999993,10.794000000000015,5.59859999999999,11.222399999999995,6.2076000000000064,7.051799999999997,11.789400000000015,7.572599999999997,,7.634099999999999,7.412999999999986,0.6216000000000061,11.789400000000015
122,6.661200000000031,4.9308000000000165,-0.06720000000001125,10.768800000000027,10.575600000000001,10.298400000000012,2.234400000000016,11.247600000000002,6.320999999999966,10.441199999999988,6.942599999999991,7.929599999999985,11.919600000000012,7.387800000000007,,7.685100000000004,7.658699999999996,-0.06720000000001125,11.919600000000012
123,6.669599999999974,4.9938,0.8904000000000138,11.403000000000002,10.571399999999993,9.626400000000004,2.4023999999999965,11.024999999999999,6.6024,10.416000000000011,7.02240000000001,7.366799999999972,11.898600000000023,7.408799999999996,,7.735499999999999,7.387799999999984,0.8904000000000138,11.898600000000023
124,6.552000000000006,3.7800000000000127,1.1801999999999913,12.070799999999995,10.672200000000007,9.920400000000008,1.612800000000009,10.15140000000002,5.972399999999995,10.58399999999999,5.476800000000031,7.639800000000007,11.44079999999999,7.291199999999989,,7.453200000000003,7.465499999999999,1.1801999999999913,12.070799999999995
125,5.728800000000022,3.0114000000000134,0.9198000000000013,12.465600000000007,11.394600000000004,10.1598,1.730399999999996,9.693599999999996,5.83800000000001,10.66380000000001,5.153400000000001,7.7951999999999995,11.680199999999992,7.312199999999997,,7.396200000000003,7.553699999999998,0.9198000000000013,12.465600000000007
126,5.296200000000004,3.2928000000000104,1.2558000000000016,12.133800000000035,10.831800000000008,9.31979999999999,1.1045999999999996,10.008600000000008,5.0610000000000115,10.953599999999987,5.25419999999999,7.123199999999999,12.062399999999975,6.501599999999993,,7.157100000000002,6.812399999999996,1.1045999999999996,12.133800000000035
127,5.283599999999996,2.6669999999999954,1.7639999999999922,12.35220000000001,11.390400000000005,9.441600000000005,0.7895999999999876,9.609600000000004,4.8677999999999955,10.836,4.909799999999991,7.303800000000026,12.066600000000015,6.984599999999995,,7.161900000000001,7.14420000000001,0.7895999999999876,12.35220000000001
128,4.955999999999995,2.8686000000000105,3.1752000000000233,11.806200000000015,11.663399999999992,9.609599999999986,0.029399999999988324,8.88300000000002,4.98960000000001,11.226600000000005,4.531799999999995,7.362599999999982,11.583599999999993,6.6822,,7.097700000000001,7.02239999999999,0.029399999999988324,11.806200000000015
129,5.2667999999999795,3.481799999999999,3.1626000000000154,11.394600000000004,12.394200000000023,9.710400000000003,-0.2436000000000096,7.6313999999999895,4.73340000000001,11.35260000000001,4.284000000000013,6.539400000000035,11.306400000000004,7.413000000000004,,7.030500000000005,6.97620000000002,-0.2436000000000096,12.394200000000023
130,5.497800000000019,4.1327999999999925,3.8975999999999997,12.137999999999987,12.00360000000002,9.576,1.0205999999999902,7.181999999999992,5.413799999999991,11.713799999999988,4.645199999999992,6.778799999999981,10.66800000000001,7.858199999999993,,7.323299999999997,6.980399999999987,1.0205999999999902,12.137999999999987
131,5.762400000000018,4.149600000000009,4.237799999999972,11.634000000000006,12.423599999999993,9.790199999999995,1.8480000000000016,7.022399999999992,4.989599999999991,10.90320000000001,3.796799999999992,6.136199999999986,10.7604,7.480199999999988,,7.2095999999999965,6.579299999999989,1.8480000000000016,12.423599999999993
132,5.980799999999994,3.7044000000000024,4.9979999999999905,12.440399999999991,12.78479999999999,9.626400000000004,1.4322000000000195,8.051400000000019,4.750200000000027,10.789799999999996,4.07399999999998,6.165600000000011,10.647000000000002,7.7154000000000185,,7.368600000000003,6.940500000000014,1.4322000000000195,12.78479999999999
133,5.896800000000003,3.360000000000003,5.317200000000011,12.553800000000006,12.990599999999977,9.513000000000007,1.041600000000015,7.139999999999998,4.7586000000000075,11.499600000000001,4.884599999999994,5.195399999999997,10.621800000000004,8.610000000000003,,7.384500000000002,6.518400000000001,1.041600000000015,12.990599999999977
134,6.140399999999995,4.418400000000017,5.405399999999992,12.448799999999991,12.667200000000005,9.605399999999996,0.4158000000000204,6.728400000000004,5.0820000000000185,12.100200000000001,4.9938,4.7586000000000075,10.621799999999997,8.593200000000005,,7.427100000000004,6.4344,0.4158000000000204,12.667200000000005
135,5.737199999999984,4.246200000000008,6.0984,12.389999999999997,12.385799999999996,9.848999999999979,1.0373999999999883,5.619600000000015,5.548200000000014,12.465599999999988,5.917800000000029,4.855200000000006,11.398800000000023,8.127,,7.548300000000002,6.008100000000015,1.0373999999999883,12.465599999999988
136,6.484800000000013,5.039999999999986,5.678400000000009,11.600399999999972,11.197200000000006,8.517600000000003,1.1045999999999987,6.3714000000000155,5.153400000000029,12.280800000000008,5.523000000000017,4.762799999999979,12.167400000000004,8.488199999999997,,7.455000000000003,6.428100000000015,1.1045999999999987,12.280800000000008
137,6.346200000000038,4.464600000000003,5.6027999999999984,11.159399999999993,11.654999999999994,8.227799999999979,1.0332000000000168,6.300000000000016,4.905599999999991,12.033000000000008,6.161400000000002,4.225200000000001,11.7642,8.824199999999998,,7.335900000000003,6.323100000000027,1.0332000000000168,12.033000000000008
138,6.5730000000000315,4.22940000000001,6.426000000000001,11.289600000000007,12.226199999999988,8.38319999999999,0.5754000000000019,6.19079999999999,5.2122000000000135,12.3732,6.875400000000017,4.737600000000019,9.92039999999998,8.929200000000005,,7.424400000000004,6.724200000000025,0.5754000000000019,12.3732
139,6.396600000000014,5.140799999999993,5.934600000000027,10.798200000000014,12.633600000000007,8.379000000000001,1.259999999999991,6.61919999999998,5.41800000000001,12.0288,6.6696000000000115,4.5696,9.932999999999996,9.042599999999993,,7.487400000000002,6.644399999999996,1.259999999999991,12.633600000000007
140,6.509999999999973,4.670399999999989,6.312600000000023,10.739400000000039,13.04099999999999,8.274000000000003,1.0751999999999935,6.287400000000006,5.233199999999973,11.201400000000026,5.947199999999998,4.645200000000011,9.189600000000006,8.870399999999984,,7.285500000000001,6.411299999999998,1.0751999999999935,13.04099999999999
141,6.669599999999974,4.741800000000009,6.942599999999991,11.25600000000001,13.515600000000013,7.916999999999996,1.385999999999978,6.110999999999999,4.947599999999996,10.84019999999999,6.005999999999991,4.170599999999998,8.72340000000002,8.169000000000006,,7.242599999999998,6.806099999999983,1.385999999999978,13.515600000000013
142,6.413399999999993,5.115599999999996,7.266000000000002,11.776800000000026,13.20480000000002,7.417200000000004,0.9324000000000092,5.758199999999991,4.977000000000002,10.646999999999995,5.695199999999988,4.086600000000044,8.080800000000014,7.929600000000004,,7.092900000000006,6.839699999999997,0.9324000000000092,13.20480000000002
143,6.278999999999989,4.611599999999996,7.291199999999999,10.93679999999999,13.557599999999997,7.236599999999996,-0.07560000000002898,4.951799999999995,5.758200000000009,10.49579999999999,5.485200000000011,4.195799999999995,8.311799999999998,8.147999999999998,,6.9416999999999955,6.7577999999999925,-0.07560000000002898,13.557599999999997
144,6.896399999999968,4.4898,7.001399999999984,10.735200000000013,13.721400000000008,7.253400000000003,-0.7769999999999797,5.472599999999985,5.728799999999985,10.823400000000012,5.401199999999983,4.111800000000023,8.513399999999994,7.6608000000000045,,6.9308999999999985,6.948899999999976,-0.7769999999999797,13.721400000000008
145,6.883799999999979,4.4016,7.404599999999996,11.188800000000018,13.994399999999988,7.471799999999988,0.692999999999989,4.494000000000018,5.871600000000006,11.747399999999985,5.086200000000027,3.4355999999999947,8.584799999999987,7.698600000000001,,7.068299999999999,7.144199999999987,0.692999999999989,13.994399999999988
146,6.081600000000002,4.384800000000002,7.736399999999987,10.726799999999994,13.826400000000007,7.467599999999999,0.49139999999997386,3.935399999999996,5.241599999999991,11.562600000000003,4.834199999999999,3.4271999999999956,9.017399999999984,7.921200000000022,,6.9038999999999975,6.7746,0.49139999999997386,13.826400000000007
147,6.262199999999991,4.3050000000000015,7.517999999999993,11.331599999999984,13.7088,7.904400000000005,-0.10919999999998709,4.292399999999984,5.300400000000004,11.894399999999997,4.3260000000000085,4.321800000000037,9.23159999999999,7.585200000000014,,6.990900000000002,6.8900999999999915,-0.10919999999998709,13.7088
148,6.379799999999997,4.821599999999991,7.669199999999976,11.7558,14.036400000000004,7.845600000000012,0.5207999999999986,6.001800000000001,5.006399999999998,12.847799999999992,5.296200000000004,4.548600000000031,9.386999999999972,7.492799999999986,,7.400699999999998,6.936299999999991,0.5207999999999986,14.036400000000004
149,7.308000000000016,4.960200000000004,7.648199999999988,12.612600000000018,14.552999999999992,8.341199999999995,-0.6005999999999982,5.602800000000008,5.3045999999999935,12.490800000000004,5.733000000000031,4.23779999999999,9.601199999999997,7.215600000000017,,7.500600000000005,7.261800000000017,-0.6005999999999982,14.552999999999992
150,7.2113999999999985,5.397000000000012,7.379399999999961,12.268199999999982,14.645400000000029,8.412599999999998,-0.3360000000000021,5.166000000000009,5.812800000000003,11.844000000000001,5.577599999999964,4.351199999999968,9.395399999999999,7.19040000000001,,7.451099999999994,7.200900000000004,-0.3360000000000021,14.645400000000029
151,6.997200000000013,4.7165999999999935,8.034600000000001,12.87299999999999,14.846999999999987,8.274000000000003,0.3570000000000073,5.695200000000007,5.791799999999987,11.529000000000009,6.346199999999982,4.191599999999986,8.920800000000007,7.228200000000006,,7.557299999999997,7.112700000000009,0.3570000000000073,14.846999999999987
152,6.447000000000008,4.8677999999999955,7.85400000000003,13.339200000000005,15.069600000000001,8.845200000000006,0.3948000000000125,5.346599999999989,6.43440000000001,11.474400000000005,6.430199999999991,4.158000000000008,9.2358,6.501599999999993,,7.599900000000004,6.4743,0.3948000000000125,15.069600000000001
153,6.085800000000029,5.346600000000017,7.475999999999997,12.772200000000002,14.56140000000001,9.311399999999992,0.2016000000000151,4.855199999999979,6.283199999999988,11.193000000000008,6.392400000000023,4.439400000000005,9.378599999999985,6.741000000000003,,7.5027000000000035,6.566700000000013,0.2016000000000151,14.56140000000001
154,6.241200000000021,5.258400000000018,7.837199999999995,12.263999999999974,14.716800000000031,9.319799999999999,0.5418000000000056,5.711999999999995,6.505799999999974,10.184999999999999,5.787599999999978,4.733399999999992,8.580600000000015,6.904800000000023,,7.470600000000003,6.7052999999999985,0.5418000000000056,14.716800000000031
155,6.1193999999999695,5.380200000000014,8.059800000000017,11.873400000000007,15.136800000000003,8.626799999999992,0.49140000000001116,4.061399999999991,6.33780000000002,10.277400000000016,5.884200000000014,4.901400000000029,9.50039999999998,7.257600000000004,,7.422000000000003,6.797700000000011,0.49140000000001116,15.136800000000003
156,5.573400000000011,5.922000000000019,7.631400000000008,11.793599999999987,14.867999999999984,8.420999999999985,0.550199999999986,3.4692,6.022800000000008,10.5882,6.476400000000014,4.792199999999985,9.836400000000017,7.320600000000004,,7.3761,6.898500000000009,0.550199999999986,14.867999999999984
157,5.514599999999999,5.758199999999972,7.266000000000002,12.2682,13.72979999999999,8.9712,0.08400000000001029,3.2507999999999875,6.522600000000018,10.697400000000005,6.00180000000002,5.056799999999965,8.88300000000001,7.034999999999981,,7.217099999999997,6.7787999999999995,0.08400000000001029,13.72979999999999
158,6.165599999999974,6.350400000000009,6.829199999999994,11.633999999999986,13.481999999999971,8.883000000000001,0.31080000000000396,4.1495999999999995,7.2029999999999905,10.961999999999986,5.43479999999998,5.409599999999982,8.895600000000018,8.0598,,7.412099999999993,7.016099999999993,0.31080000000000396,13.481999999999971
159,6.165599999999974,5.787599999999997,6.9468,11.915399999999984,13.80119999999999,8.996400000000017,0.15960000000001973,3.9857999999999905,7.580999999999985,10.84020000000001,5.413799999999991,5.552400000000023,8.189999999999994,8.211,,7.3961999999999986,7.2638999999999925,0.15960000000001973,13.80119999999999
160,6.153000000000003,5.476799999999994,7.366800000000009,11.520600000000027,13.775999999999984,8.366399999999983,0.22260000000002123,4.3302000000000085,7.354200000000001,11.486999999999995,5.006400000000008,5.081999999999981,8.03040000000001,7.88339999999998,,7.289700000000002,7.360500000000005,0.22260000000002123,13.775999999999984
161,6.6275999999999975,4.216800000000002,6.736799999999967,11.34840000000002,14.317799999999991,8.437799999999994,0.1679999999999815,4.477199999999973,6.762000000000001,11.213999999999977,5.111399999999987,4.926600000000008,7.631400000000008,8.29500000000001,,7.162199999999996,6.749399999999984,0.1679999999999815,14.317799999999991
162,6.148799999999994,4.15799999999999,6.333600000000011,12.25560000000003,13.578600000000005,9.135000000000009,0.36539999999998685,4.767000000000007,6.551999999999987,11.335799999999992,4.397399999999973,5.15340000000002,7.862399999999992,7.828799999999996,,7.1337,6.442799999999999,0.36539999999998685,13.578600000000005
163,5.3508000000000076,4.355400000000015,6.728400000000024,11.818800000000003,14.141399999999999,8.845200000000006,0.18899999999998762,4.893000000000002,6.4763999999999955,11.403000000000002,4.708200000000013,5.25419999999999,8.202599999999983,8.072399999999996,,7.174200000000004,6.60240000000001,0.18899999999998762,14.141399999999999
164,5.653199999999993,3.691800000000013,6.774600000000009,11.25599999999999,13.885200000000019,9.223199999999991,-0.37380000000000635,4.174799999999979,6.329400000000021,11.839799999999993,5.111400000000006,5.964000000000033,8.28660000000001,8.114400000000002,,7.137900000000003,6.552000000000016,-0.37380000000000635,13.885200000000019
165,6.337799999999983,3.8808000000000202,7.366800000000009,11.302199999999996,13.662599999999996,8.601599999999994,0.05879999999999441,5.552400000000023,6.144600000000004,11.478599999999986,3.960600000000002,5.942999999999989,8.34960000000003,7.975799999999989,,7.186800000000001,6.852299999999996,0.05879999999999441,13.662599999999996
166,6.232800000000022,4.06140000000001,7.076999999999995,11.730599999999985,13.473600000000019,9.126599999999993,0.29400000000000404,4.851000000000006,6.186599999999999,11.85659999999999,3.658199999999998,5.917799999999992,8.148000000000017,7.706999999999971,,7.165799999999998,6.6549000000000085,0.29400000000000404,13.473600000000019
167,6.312600000000004,3.301199999999991,7.303799999999988,12.293399999999998,13.171200000000006,9.256800000000016,0.38639999999999475,5.712000000000005,5.716199999999995,11.969999999999988,3.796800000000011,6.497400000000021,8.53860000000002,6.514200000000001,,7.197900000000003,6.505800000000011,0.38639999999999475,13.171200000000006
168,5.892599999999976,2.633399999999999,7.509599999999975,12.175799999999974,13.284600000000001,8.97959999999998,0.40740000000000265,6.980399999999996,5.766600000000008,11.797799999999997,3.023999999999984,6.892200000000015,9.164399999999997,6.783000000000008,,7.235099999999995,6.9363000000000055,0.40740000000000265,13.284600000000001
169,6.526800000000027,2.3100000000000067,7.144199999999987,12.444600000000019,12.810000000000006,8.88300000000001,1.2264000000000141,5.800200000000023,5.363399999999997,12.074999999999985,3.2633999999999856,6.312599999999986,8.307599999999999,6.904800000000004,,7.098000000000004,6.715800000000016,1.2264000000000141,12.810000000000006
170,6.803999999999997,2.8811999999999998,6.220200000000014,12.12959999999999,13.780200000000002,8.580599999999997,2.100000000000011,5.976599999999994,4.7039999999999855,13.166999999999994,3.347399999999995,6.715800000000016,7.916999999999995,6.585600000000002,,7.207799999999999,6.650700000000009,2.100000000000011,13.780200000000002
171,6.547799999999997,3.3809999999999913,7.030800000000009,12.331199999999985,13.906200000000007,8.765399999999996,2.461199999999991,4.1454,4.8258,13.687800000000014,3.6960000000000033,6.362999999999999,8.168999999999986,6.803999999999988,,7.293899999999998,6.675899999999992,2.461199999999991,13.906200000000007
172,6.707399999999979,3.855600000000023,7.333199999999994,12.137999999999987,13.918800000000005,8.715000000000002,2.1923999999999824,3.9144000000000068,4.829999999999972,14.191799999999995,3.7842000000000215,7.013999999999992,8.547,6.400800000000004,6.35879999999999,7.395899999999998,6.860699999999985,2.1923999999999824,14.191799999999995
173,6.304200000000042,3.1206000000000014,6.980399999999977,11.575199999999995,13.54920000000001,7.942199999999992,2.2049999999999903,3.1584000000000065,4.809000000000002,14.091000000000005,4.1537999999999995,7.581000000000014,9.084599999999998,6.560399999999986,6.489000000000003,7.222500000000002,6.770399999999982,2.2049999999999903,14.091000000000005
174,6.0648000000000035,2.5956000000000126,6.388199999999977,10.920000000000028,12.9528,7.816200000000007,2.255400000000022,3.330599999999987,4.964400000000013,14.47320000000001,3.9018000000000086,7.971599999999999,9.160199999999989,5.724599999999994,5.858999999999998,7.037100000000003,6.226499999999991,2.255400000000022,14.47320000000001
175,5.65740000000002,2.9273999999999853,5.91360000000002,10.966200000000013,12.650400000000005,8.353800000000012,2.784600000000001,3.8682000000000127,5.165999999999991,14.632799999999992,4.279799999999986,8.572200000000016,9.622199999999994,6.047999999999987,5.913599999999983,7.245900000000003,5.980800000000004,2.784600000000001,14.632799999999992
176,5.703599999999987,2.9777999999999984,5.985000000000003,11.743199999999975,13.196400000000002,8.467199999999998,2.94840000000001,4.48979999999999,4.5696,14.9016,4.82160000000001,8.685599999999976,10.046399999999975,5.9304,5.695200000000007,7.461899999999995,5.957700000000001,2.94840000000001,14.9016
177,5.552399999999985,2.776200000000002,6.0984000000000185,11.86919999999998,13.129200000000019,8.4042,2.6333999999999804,5.359200000000026,4.556999999999974,14.498400000000007,4.204199999999994,8.950199999999993,9.588599999999998,5.779200000000016,5.539799999999996,7.3857,5.938800000000017,2.6333999999999804,14.498400000000007
178,5.0063999999999895,2.6627999999999865,6.568799999999985,11.953200000000008,13.696199999999992,8.106000000000003,3.3515999999999853,6.862799999999991,4.691399999999996,14.053199999999983,4.33439999999997,8.849399999999967,9.954000000000004,6.0017999999999825,5.6742,7.57799999999999,6.715799999999988,2.6627999999999865,14.053199999999983
179,4.569599999999963,2.8181999999999974,6.585600000000021,12.087599999999993,13.44420000000002,8.1312,3.0533999999999715,6.7788000000000075,3.9396000000000324,13.89779999999999,5.073600000000001,9.752400000000009,10.357200000000017,5.539799999999977,5.997599999999992,7.5735,6.682200000000014,2.8181999999999974,13.89779999999999
180,5.34239999999999,1.6253999999999982,6.896400000000005,11.104800000000008,13.259399999999994,8.04719999999999,3.0492000000000186,6.967799999999998,3.481799999999999,13.797,5.863200000000026,10.042200000000005,9.235800000000019,5.027400000000006,5.985000000000003,7.410000000000003,6.932100000000002,1.6253999999999982,13.797
181,5.623799999999987,1.4825999999999953,6.913200000000022,10.840200000000046,12.637800000000007,8.526000000000003,2.8938000000000264,6.875399999999999,3.2423999999999786,14.838599999999998,5.090400000000018,9.534000000000031,9.760800000000007,5.649000000000003,5.241600000000001,7.422000000000009,6.89430000000001,1.4825999999999953,14.838599999999998
182,6.215999999999987,1.6842000000000104,6.736800000000004,10.130400000000003,12.684000000000012,9.294600000000003,3.0366000000000106,7.866600000000001,3.0491999999999813,15.124200000000004,4.187400000000014,9.029999999999976,10.054799999999993,5.6111999999999975,6.795599999999979,7.478999999999999,7.301700000000002,1.6842000000000104,15.124200000000004
183,6.489000000000003,2.2553999999999848,6.556200000000033,10.957799999999995,12.385799999999978,8.567999999999989,3.3809999999999913,7.597800000000003,3.611999999999994,14.624400000000012,3.8975999999999997,9.5718,9.580199999999998,6.547799999999978,6.808200000000006,7.573199999999997,7.077000000000018,2.2553999999999848,14.624400000000012
184,5.8169999999999655,2.603999999999993,5.615399999999988,11.180400000000017,12.427799999999994,8.248799999999996,3.2507999999999964,7.769999999999993,4.439400000000005,14.21700000000001,4.095000000000006,10.101000000000017,9.500399999999999,6.841799999999983,5.850599999999999,7.579199999999996,7.305899999999989,2.603999999999993,14.21700000000001
